点赞,评论,分享,收藏,播放,热词
38080,873,10825,18296,4895825,"美国,中国,超过,赶上,感谢,爱心,中国人,国家,人口,发展,超越,实话实说,主播,威风,志气,目标,中国加油,分析,惊讶,你说,讲得,强大,不可能,历史,精辟,吹水,高级,知识分子,人民,自保"
33819,15630,4400,2475,302416,"感谢,巨款,发财,暴富,副作用,飙升,颜值,接接,接住,无副作用,财源滚滚,愉快,平安,健康,合法,心想事成,全家,人民币,暴瘦,收到,三天之内,上岸,刮刮乐,财运,接好运,事事顺利,回来,接财,我已经,月都"
24699,3421,21753,2744,7078438,"教练,学员,技术,刹车,驾照,开车,停不下来,干嘛,开慢点,笑死我了,考试,老司机,练车,考驾照,油门,追不上,慢点,师傅,停车,学车,累死,开得,估计,不知道,我家,驾校,开飞机,车技,在哪,不错"
155097,28891,243051,18911,6777699,"有创意,素材,笑死我了,笑死了,九转,大肠,好玩,有意思,调皮,适合,感觉,喜欢,好有意思,旅行,宕机,一模一样,好朋友,转场,OK,出去玩,笑死,链接,旅游,状态,好好玩,吵架,有趣,黄裙子,行吗,小众"
186635,31011,412093,5605,8673151,"皮卡丘,宕机,兔子,这是,发呆,动物,想要,好可爱,皮卡兔,九转,大肠,笑死我了,皮卡,疑问,AI,OK,ai,看不出来,我去,喜欢,染色,兔气,真有,是个,小狗,爷爷,好像,物种,宝宝,惊恐"
29534,11061,4447,20284,657476,"抱抱,黄淮,学院,后天,飞机餐,没个,奶龙,黄色,疑问,男生,话痨,平安果,发呆,爱心,我去,水电费,干活,蕉绿,我太难了"
53332,1502,20626,13342,8913369,"拓也,黄毛,吴慷仁,女孩,手机,开头,叛逆,电影,男主,喜欢,舒服了,留住,有点像,结局,暗中观察,好像,后续,女主,台湾,宕机,好帅,角色,太闲,一句话,生性,多疑,OK,娜娜,开局,女儿"
79564,6977,8056,7439,8887782,"感谢,卖了,不卖,有灵性,多少钱,感恩,小牛,主人,养着,动物,有灵,留下,人性,的牛,爱心,舍得,牛牛,头牛,懂事,看着,感动,心酸,感情,万物,万物皆,懂得,善待,的人,别卖,报恩"
90565,1661,40375,12423,1115610,"有劲,劲儿,推给,爱看,喜欢,不白看,好看,带劲,真有,姐姐,感觉,OK,发呆,你点赞,刷到,我了,力量感,宝宝,带劲儿,推荐,跳舞,给你,这是,活力四射,陌生人,爱心,感谢,抖音,美女,有力量"
346944,16265,24400,21830,5188814,"不死鸟,文明,古国,中国,OK,评论区,灭亡,文化,国家,民族,四大,历史,秦始皇,中国人,老祖宗,断根,中华民族,传承,断了,三个,统一,朝代,华夏,汉族,思想,赢了,嬴政,大一统,都是,巧克力"
50403,1390,19147,33034,2411738,"我家,狗狗,香油,感谢,请问,谢谢,小狗,不吃,皮肤病,宠物医院,白菜,你好,咋办,吃了,泰迪,给它,妇炎洁,办法,不知道,驱虫,治疗,老师,我想,帅哥,不爱,比熊,驱虫药,主播,芝麻油,细小"
92715,4205,18411,3745,6599256,"洛阳,评论区,妆造,公主,好看,拍的,西安,有没有,男朋友,带你去,好美,调皮,谁懂,女朋友,考试,好漂亮,好好看,孔雀公主,猪头,看评论区,出片,宝宝,带我去,推荐,好像,张伟,河南,看评论,抱抱,美女"
98369,3723,93892,8431,11075533,"可乐,真好,朝鲜,宕机,电视,频道,发呆,九转,大肠,挺好的,去过,电视台,疑问,牛仔裤,韩剧,挺好,支持,感恩,电视剧,冷面,回家,晚自习,将军,味道,售卖,可口可乐,百事可乐,跟团,微波炉,年代"
63659,5283,344,1123,2973560,"感谢,致敬,英雄,老英雄,致敬英雄,敬礼,老兵,国家,爷爷,抗美援朝,身体健康,健康长寿,抱拳,善待,人民,功臣,祖国,爱心,待遇,老人家,可爱的人,明星,长命百岁,老爷爷,前辈,中国,老前辈,先辈,希望,的人"
51570,927,9602,17232,6091888,"耳朵,好帅,模特,黑色,感觉,想要,头发,送外卖,热死,帽子,宕机,不热,吸热,晒黑了,出门,发型,卡卡西,面罩,我想要,好看,OK,脖子,期待,长得帅,适合,试试,效果,不错,链接,皮肤"
51781,2278,26332,2608,3903452,"战壕,战争,一家人,兄弟,俄军,聪明,方向,战友,乌军,俘虏,都是,发现,开枪,语言,战场,哥们,太急,队友,撤退,乌克兰,民族,打仗,幸运,这是,保住,投降,三天,笑话,一条命,都是兄弟"
137780,9923,53373,1446,4985022,"学校,心疼,收垃圾,垃圾,大叔,捡垃圾,东西,笑死我了,毕业,九转,大肠,OK,评论区,评论,宿舍,赚钱,感觉,阿姨,都是,收废品,宕机,我想,叔叔,好东西,笑死了,寻宝,收拾,宝贝,看评论区,视频"
23478,809,26988,3908,3036650,"结婚,朋友,上班,表格,打开,婚礼,期待,懒得,工作,点开,发给,有意思,麻烦,有点意思,有趣,表给,还得,适合,摸鱼,喜欢,好玩,朋友圈,评论区,无关,九转,大肠,让我,份子钱,烦死了,没人"
68780,2818,26589,20986,3145513,"结婚,保单,父母,嫁妆,女儿,男方,彩礼,女方,爸妈,财产,我妈,保险公司,房子,惦记,独生女,我家,我爸,孩子,不结婚,有钱,离婚,继承,陪嫁,给我,九转,大肠,受益人,算计,男人,暗中观察"
97622,17064,96267,2131,8580064,"猜猜,男孩女孩,体育生,男孩,男孩子,女孩,白袜,女孩子,我家,男女,感觉,孩子,九转,大肠,能看,猜猜看,傻小子,灵机一动,这是,暗中观察,好像,潦草,男生,宕机,袜子,调皮,看着,弟弟,猜一下,猪头"
149873,683,8522,9381,1805196,"宝宝,好看,比例,链接,裤子,姐姐,逞强,落泪,衣服,感觉,好好看,上衣,我去,博主,名字,好美,喜欢,发呆,穿搭,好漂亮,妹妹,好喜欢,张元英,长得,舞蹈,身高体重,女娲,刷到,好像,好高"
59251,422,6786,1872,2038839,"王以太,阿拉梅,闪耀,像是,old,好看,暗中观察,喜欢,王以,漂亮,红手指,说唱,当兵,姐姐,发呆,女生,梦工厂,好美,只能,真好看,女人,好像,前女友,好好看,这是,太好看了,宝宝,妈妈,BGM,老婆"
110149,9628,92379,12846,7396050,"队伍,爱看,抖音,不白看,有图,就来,整齐,喜欢,好看,视频,灵机一动,女人,兄弟们,拒绝,女色,做起,摇起来,身材,你点赞,给你,观看,刷到,吞吞,带劲,有钱,真好,美女,这是,来了,给我"
207374,75,10239,7292,10428568,"毛主席,人民,感谢,怀念,想念,活在,伟人,虔诚,信仰,主席,感动,发自内心,老人家,敬仰,流泪了,眼泪,感恩,敬爱,平安果,泪水,老百姓,点赞,跪拜,领袖,思念,爱戴,看了,这是,感人,止不住"
69091,43897,276836,13021,6882219,"学着点,怀孕了,姐夫,打死,嫂子,发现,儿子,学学,姐姐,哥哥,不好,学吧,完了,小心,刷到,OK,知道了,你学,女朋友,注意点,宕机,解释,心疼哥哥,调皮,爸爸,妈妈,发呆,完蛋了,女儿,妹夫"
235831,6078,17082,22983,8177545,"眼镜,好看,特效好看,喜欢,大妹子,宕机,猪头,特效,宝宝,OK,确实,调皮,确实好看,孩子,真的好看,我用,是我的,骗人,不错,谢谢,抱抱,疑问,带上,好可爱,这是,很好看,试试,别怪,妹子,上了"
51183,5275,18063,10904,6868879,"孩子,学习,上学,读书,儿子,生活,我儿子,社会,童工,体验,工作,人教,中考,事教人,高中,老板,父母,在家,快递,机会,挺好,体会,家长,送快递,打工,不知道,学校,感觉,找工作,玩手机"
56543,2818,6517,9110,3271401,"爱心,感谢,平安果,美女,抱抱,漂亮,快乐,优秀,支持,祖国,谢谢,舞姿,真好,祝福,祝你,唱的,点赞,抱拳,党的生日,中国,真好看,正能量,咖啡,好漂亮,西瓜,平安,人民,圣诞树,嘴唇,作品"
277729,8216,43737,9538,3306441,"喜欢,老实,OK,老公,朱志鑫,评论区,初中,好帅,有点像,宝宝,好像,宕机,调皮,帅哥,哥们,想亲,发呆,猪头,白敬亭,天津,你看,九转,大肠,长得,我去,主播,女朋友,美女,我喜欢,亲过"
31274,3209,9770,1487,3429384,"老板,光缆,直升机,国防,挖到,挖断,挖机,飞机,电缆,断了,部队,悬停,工地,计算,施工,收费,灵机一动,来了,坐牢,断过,大动脉,开挖,你猜,直升飞机,跑了,公司,间谍,不知道,听说,师傅"
93554,4007,23815,14272,6027332,"领导,爱心,感谢,喜欢,幸福,真好,抱抱,好幸福,学习,咖啡,免费,太好了,人民,抱拳,国家,你点赞,平安果,点赞,平等待遇,值得,满满,朝鲜,向你,免费的,希望,can,dy,羡慕,好羡慕,太棒了"
315586,2702,137952,38314,5135170,"喜欢,初中,好看,你老婆,爱看,马奔,感觉,留后,评论区,OK,环球小姐,大腿,你们老婆,爱吃,美女,纹身,给我,身材,老婆,巴雷特,盛世,如你所愿,舞蹈,姐姐,男人,让我,好腿,宝宝,谢谢,家人们"
45324,4013,20653,14608,893946,"宕机,九转,大肠,OK,NSHHYJJ,FU,LI,NSHNEIBU,逆水寒,兑换码,疑问,走了,发呆,发现,打了,在哪,有病,不知道,逆天,打烂了,我还以为,没想到,噢买尬,牛逼,上卷,告诉我,大行,绝技,找到,我以为"
66011,1225,35209,2013,3039842,"纳尔,死神,小猫,好人,肌肉,一生,猫猫,血肉,平安,纳尔教主,快乐,之牙,放屁,爱神,身体,大义,怒气,被爱,感谢,无能,给你,治疗,医生,记得,OK,好帅,支持,没想到,看得,恶霸"
34975,4260,1860,1437,1028208,"支持,李昌平,教授,调查,严查,立案,一查到底,李教授,专家,人民,全国,查查,国家,三针,感谢,大力支持,国之栋,院士,要查,利益,中国,拳头,爱心,赞同,国人,追查,收了,正义,间谍,打了"
69761,4922,53864,2636,5437326,"小猫,孩子,猫妈妈,还给,带走,大猫,人贩子,贩子,母猫,小孩,妈妈,流浪猫,感谢,干嘛,治疗,营销号,收养,猫条,无助,跺脚,宕机,回去,流浪,猫咪,原视频,带着,发呆,残忍,看着,喜欢"
40229,4883,3576,5700,403595,"OK,帕洛斯,复活,雷狮,宕机,凹凸,退圈,发现,平行世界,回来,归来,重启,开播,剧情,九转,大肠,回圈,凹凸世界,看了,老师,没了,第一季,暴雨,回到,重生,好不容易,前夫哥,淡圈,重做,预告片"
316784,25961,355225,6642,8401021,"天津,大爷,宕机,OK,水花,天津人,九转,大肠,天津卫,去看,跳水,松弛,中国,发呆,佛罗里达,蛤蟆功,地方,这是,猪头,我去,松弛感,大行,游戏,整活,来到,给我,大城市,特产,看了,文旅"
62279,753,7852,5458,5100983,"好看,猫咪,手链,小人物,ett,er,call,索尔,电影,OK,saul,儿子,广告,老爷子,黑帮,关注,太帅了,小偷,哥们,支持,掰断,我女儿,good,man,古德曼,好帅,老头,爱看,警察,呃呃呃"
46067,1421,12324,988,3387792,"大哥,好人,纹身,大好人,无锡,感觉,太帅了,要微信,男的,真男人,恶心,妹子,女生,真好,英雄,微信,害怕,朋友,真帅,哥们,宕机,搭讪,男人,点赞,社会,你好帅,你好,骚扰,正义,回家"
32854,2315,1988,6295,7474275,"恭喜恭喜,感谢,恭喜,健康,女宝宝,女宝,辛苦了,的母亲,小棉袄,爱心,平安,女儿,母爱,孩子,女人,宝宝,妈妈,母亲,心心念念,母子,美女,二胎,抱抱,母爱伟大,漂亮,最伟大,老婆,小孩,辛苦,顺产"
73392,1446,9723,24288,8443447,"爱心,优雅,感谢,漂亮,气质,真好,老师,阿姨,点赞,牙齿,平安果,好听,杨光,年轻,好美,有气质,美丽,优秀,年龄,人生,年轻漂亮,太美了,惊讶,好漂亮,姐姐,杨老师,真棒,不活,奶奶,帅气"
41937,1177,4325,5047,7406518,"孩子,知识,改变命运,改变,自强不息,清华,努力,补课,沙子,感谢,天赋,命运,学习,寒门,苦难,希望,天才,智商,万东,学子,成绩,奖学金,不知道,工地,高考,学霸,家教,上学,家庭,寒门贵子"
117356,3538,98119,2236,4884665,"好可爱,治愈,我家,跟着,狗狗,笑了,茄子,证件照,拍照,好乖,猪头,开心,小狗,好看,给你,宝宝,金毛,喜欢,嘻嘻,太可爱了,爱笑,笑容,灵机一动,好像,狗子,艾特,也有,治愈了,抱抱,都会"
75683,36,4662,3675,5557626,"感谢,的人,善待,善良,心痛,放羊,看着,老实人,生死,兄弟,笑着面对,给他,欺负,举报,心酸,落网,这是,看了,汉子,好人,不知道,我想,土地,大侠,压着,可惜了,希望,说话,坏人,之人"
46600,2118,29754,2837,1477080,"好可爱,猪头,小猫,痒痒,求求了,宝宝,太可爱了,给我,小猫咪,好像,生气了,好萌,小可爱,生气,我要,脾气,电池,抱抱,我家,九转,大肠,哭了,猫猫,姨姨,想要,走开,欺负,干饭人,眼含,热泪"
36319,769,7606,1053,1963591,"灰熊,中锋,莫兰特,扎克,祖巴茨,隔扣,志豪,文班,小贾,克林,枪王,埃迪,笑死我了,感觉,中国人,尖峰时刻,交易,亚当斯,下赛季,孙明明,队友,组合,内线,开拓者,回归,选秀,黄蜂,骄傲,艾迪,首轮"
52173,2178,24906,18575,5090142,"感谢,爱心,致敬,红嫂,女人,英雄,伟大的,敬礼,女英雄,点赞,巾帼英雄,学习,中国,嫂子,最美,人民,可爱的人,抱拳,美女,致敬英雄,女性,抱抱,你点赞,值得,军民,好人,明星,沂蒙红嫂,一生,平安"
40589,2325,8597,12520,3279996,"感谢,爱心,老龙王,下雨,够了,河南,湖北,大雨,龙王,下点,下雨了,陕西,下到,抱抱,地方,不下雨,平安果,玉米,这是,干旱,山东,安徽,老天爷,庄稼,上海,配音,阀门,山西,襄阳,下的"
96795,4667,68912,3686,5581315,"两条,识字,给我发,信息,给你,老娘,你别,发消息,老爷,行吗,售后,丈母娘,发呆,申请,笑死我了,发了,后背,宕机,退货,眼含,热泪,OK,哭了,闺女,老公,消息,给他,卑微,爱看,暗中观察"
114470,5167,7386,8434,17587371,"小沈阳,沈鹤,好听,首歌,唱的,感觉,郭德纲,原唱,骂骂咧咧,唱歌,沈雪,回来了,喜欢,说书人,二人转,雪婷,翻唱,演唱会,的人,唱得,不错,小品,确实,高音,唱功,才知道,一个人,声音,还得,搜完"
25672,12072,137094,1872,5749247,"不是我,报警,纸巾,卫生纸,吃饭,睡觉,裤子,是不是你,钓鱼,拉屎,自首,发呆,事情,承认,欧尼酱,九转,大肠,宕机,上班,灵机一动,暗中观察,逆天,这是,DNA,笑死我了,OK,警察,给你,打游戏,娃娃"
108625,813,11983,4062,3254893,"好听,好好听,单依纯,天奇,唱歌,喜欢,感觉,哇塞,主持人,太好听了,节目,罚款,发呆,好喜欢,男生,耳朵,别问,可怕,好像,许天,奇真,宝藏,宕机,这是,好可爱,清唱,是真的,首歌,合唱,唱的好好"
65372,13405,216197,2071,12415492,"拉了,想到,汤面,没想到,宕机,爸妈,不在家,面汤,后续,笑死我了,拉屎,一碗,我以为,给我,热气腾腾,煮鸡蛋,吃不上,结局了,实践,漏勺,我猜,可别,暗中观察,意满离,tian,成功,做成,是不是你,像極,痘痘"
107841,2778,19759,7694,745805,"踢足球,喜欢,OK,脆弱,懦弱,好帅,还好,感觉,踢球,教程,老公,嘴唇,真帅,谈恋爱,有感觉,谈过,我老公,男足,调皮,体育生,男生,拍个,上了,足球,宝宝,妈呀,好喜欢,官宣,作品,九转"
67432,17364,13671,5732,2517857,"开会,发抖,感谢,的人,抓走,被抓,瑟瑟发抖,衣服,杀鸡儆猴,警察,颤抖,黄衣服,颜色,音乐,回马枪,带走,有没有,不小,还有谁,主动,估计,都是,大快人心,点赞,配音,俩人,还好,朋友,抓得,紧张"
31499,2539,47974,1207,3323234,"好丑,好看,苹果,华为,发呆,出了,宕机,感觉,拿下,安卓,手机,好看的,摄像头,真长,我去,难看,给我,OK,xr,我要,模型,爆改,不好看,想要,真丑,还行,好难看,九转,大肠,出来了"
46087,18860,41753,11191,7704516,"孩子,司机,小孩,感谢,电动车,没事,责任,妈妈,家长,掉下来,希望,下车,好人,电瓶车,平安,小孩子,盲区,骑车,危险,开车,大人,淡定,带孩子,不知道,全责,后座,底盘,看不到,坐在,情况"
177453,7567,164967,4817,5622804,"好可爱,小熊猫,干脆面,猪头,小浣熊,酒店,宝宝,安徽,喜欢,发呆,这是,想要,浣熊,好乖,熊猫,求求了,太可爱了,宕机,暗中观察,眼含,热泪,好可爱呀,可爱死了,九转,大肠,给我,调皮,睡觉,ing,可爱的"
235466,9193,118997,9009,7387258,"好帅,人高马大,于适,阿勒泰,老公,太帅了,调皮,王子,马腿,猪头,喜欢,get,具象化,下马,马儿,帅死了,真的帅,我去,感觉,巴太,跳下来,这是,内娱,大长腿,好喜欢,小马,看了,绝了,好像,眼含"
49540,672,13460,4963,1256661,"宝宝,姐姐,tell,me,身材,女生,东西,好美,抖音,好看,眼含,热泪,小蚂蚁,ant,studio,pop,鞋子,链接,川大,求好,秘诀,热知识,四川,统一,长相,上衣,首歌,超喜欢,保镖,敢动"
257657,2384,81459,9071,12136899,"紫色,有韵味,视频,评论区,柳如烟,感觉,拿花,迷死,地方,许嵩,真的好看,女生,发呆,先天,圣体,OK,跑到,不容易啊,第一眼,问下,红花,姐姐,青春,洋溢,正能量,精修,再发,腰臀比,好看,装到了"
43117,1173,121755,40036,6263800,"电话,开头,感谢,爱心,谢谢,不接,老师,提醒,号码,快递,银行,陌生,诈骗,谢谢你,拦截,拉黑,诈骗电话,短信,主播,主持人,你说,平安果,分享,手机,打电话,接到,都是,国家,不认识,支持"
28332,2035,10182,3846,3561949,"喜欢,漂亮,爱心,美女,极品,不白看,迷人,哇塞,男人,好看,女人,抖音,真好看,安逸,抱抱,感谢,身材,我喜欢,太漂亮了,好性感,不错,好漂亮,你点赞,好美,这是,妹子,清灯,佛门,靓女,名花"
47801,16367,8495,8359,7071652,"国家,严查,都是,日本人,支持,感谢,监狱,中国,查查,严惩,广西,老百姓,人民,的人,好人,有希望,航母,有没有,内鬼,严惩不贷,出手,查得,加大力度,农民,太少,照片,医院,干得漂亮,全国,不知道"
57957,22,44516,26036,5331026,"孩子,下单,发货,套书,收到,太对了,是的呢,名校,推行,两本书,感谢,感谢支持,拥有,强大,内心,战胜,困难,欺负,看过,怎么去,希望,班主任,推荐,刷到,老师,果断,两套,适合孩子,看一看,速度"
59275,6588,30887,6618,3459448,"人才,太有,高手,配音,口型,有才,天才,点赞,到位,抖音,民间,人才啊,不错,好玩,视频,子孙,爱心,高人,实在是高,中国心,美国,投诚,经典,可评,年度,短视频,金鸡奖,炎黄,孙子,俩老头"
34884,5625,14940,10826,2640563,"蚂蚁,往回,大军,逃兵,人才,配音,队伍,蚂蚁搬家,这是,感谢,大部队,大雨,领导,部队,以色列,军队,蝼蚁,逆行,回来,太有,掉队,有才,有创意,走直线,长征,中原,人类,爱心,千军万马,下雨"
120727,1398,14786,12550,2838456,"链接,上衣,围着,衣服,想要,宝宝,希望,好好看,好看,发型教程,罩衫,裤子,氛围感,滤镜,发型,喜欢,头发,黑长直,感觉,好喜欢,穿搭,一身,有感觉,适合,好美,猪头,给我,我希望,调皮,有吗"
192955,6497,37675,11592,2967161,"生日,OK,成人礼,裙子,生日快乐,羡慕,安排,想要,过生日,给我,宝宝,十八岁,布置,有钱人,公主,发呆,有钱,朋友,隆重,调皮,猪头,记得,九转,大肠,老子,好好看,好看,给你,妈妈,包间"
46487,12890,14591,3607,4098292,"学校,铁饭碗,饭碗,发个,金饭碗,工作,毕业,不锈钢,棍子,交大,校长,就业,开局,莲花落,打狗棒,瓷碗,易碎,要饭,找不到,上海交大,带上,创业,只能,帮你,本科,读书,不好,失业,含金量,不一样"
48204,1199,5374,2335,3794687,"儿子,布朗尼,NB,乔丹,魔术师,退役,父子,老詹,韦德,巴特勒,感觉,詹姆斯,生儿育女,last,night,天赋,布泽尔,状元,打球,同台,努力,nba,艾弗森,好像,场均,超巨,厉害,女儿,二代,EJ"
41179,4506,138041,1437,3182418,"浇地,康娘,下雨,网吧,草地,帮忙,位置,笑死我了,下雨天,马力,机器,不透,地里,我去,兄弟们,给我,我离,我善,给你,评论区,OK,这是,快去,置顶,视频,点个赞,哪有,我了,没事,老头"
35197,458,16600,25115,9967547,"鸡腿,辣椒,小米辣,好吃,看着,不吃,做的,会不会,锅里,感觉,食欲,差评,巴士,作用,好好吃,爱吃,我想,不焯,没法,柠檬,方法,能熟,放个,鸡肉,还腥,红枣,不腥,难吃,可乐,南方人"
23232,3085,15305,542,1400497,"六盘水,凉快,贵州,外套,羊肉粉,娜娜,欧阳娜娜,避暑,水城,地方,威宁,下楼,我就,好玩,文旅,下雨,贵阳,家乡,欢迎来到,天气,记得,衣服,我家,不来,感冒了,棉衣,出门,烙锅,来我家,不想"
27579,3219,1507,923,342414,"感谢,太对了,道理,支持,主播,国耻,正确,说得好,点赞,专家,的人,清醒,没毛病,买不起,老百姓,你点赞,医院,没错,透彻,对了,你说,正能量,美国,中国,爱心,太好了,分析,正解,工作,分清"
43141,1129,3681,13089,8251020,"感谢,交警,好人,爱心,找到,儿子,刘德华,摩托车,电影,一生,可怜天下父母心,平安,哭了,剧情,感动,太假了,孩子,这是,的人,现实,点赞,看了,父母,太感人了,故事,电视剧,纯属虚构,高速路,抱拳,眼泪"
38361,7175,1126,3699,3760162,"感谢,烈士,家属,国家,致敬,英雄,照顾,王长献,军嫂,心酸,希望,家人,敬礼,永垂不朽,人民,致敬英雄,政府,安息,祖国,哭声,军人,生命,泪流满面,善待,亲人,看着,痛苦,看了,牺牲,不会忘记"
380459,7356,42259,18377,4135102,"行秋,好帅,老师,裁雨留虹,二小姐,cos,感觉,雨线难画,还原,喜欢,祭礼剑,宕机,发呆,一脚,卧槽,眼含,热泪,太帅了,我去,绝处,OK,有感觉,飞云商会,我以为,求求了,好腿,好看,猪头,侠义,我还以为"
259566,15891,140576,11061,14508844,"儿子,女儿,孩子,评论区,改变,我儿子,姐妹,baby,多大,妈妈,好像,大儿子,杨颖,未婚,看着,头发,老二,感觉,年轻,闺女,发呆,这是,灵机一动,lab,aby,小孩,四岁,小儿子,两岁,宝宝"
84320,13001,9914,4889,18220900,"OK,宕机,这是,九转,大肠,疑问,不认识,发呆,请问,大行,撞大运,特效,山东人,满意,霸王龙,抖音,游乐王子,评论区,噢买尬,飞机,开车,小心,丽丽,投胎,逆天,狮子,看着,不玩了,是真的,重生"
24395,4179,18990,2099,8225643,"螺纹钢,航母,冒烟,阻拦索,钓鱼,高压线,杆子,到对面,空军,这是,甩到,不去,发呆,钢筋,鱼竿,钓到,钓鱼佬,大哥,清杯,轮子,影响,高科技,偷狗,台湾,路亚,大鱼,开天门,打到,暗中观察,马赫环"
59410,2012,22191,25593,6983057,"人生,放不下,就像,入梦,剧终,掏心掏肺,梦醒,东西,起早贪黑,钱带,留不住,感谢,情和钱,红尘,孩子,的人,一生,感情,都是,开心,父母,活着,生活,没钱,发现,报警,介绍,抖音,心情,期待"
34483,11632,522,2045,867573,"好人,平安,一生,感谢,爱心,点赞,帅哥,小伙子,你点赞,小伙,司机,善良,的人,祝你,好心,平安果,幸福,好心人,学习,正能量,大爱,好司机,好人好报,健康,大爱无疆,拍视频,注意安全,师傅,一路平安,兄弟"
30672,6626,1146,1579,1185970,"太对了,支持,太好了,主播,老头,你说,说出,退休,国家,教师,道理,正能量,感谢,说实话,的人,点赞,说得对,社会,动手,点子,上了,你点赞,到位,没毛病,抱拳,支持主播,好人,退休金,对对对,坏人"
73207,3789,5952,2016,5145991,"感谢,游泳,平安,发型,好人,贵州,一生,洪水,希望,人间,学会,无情,淹死,学游泳,感觉,的人,大难不死,眼神,大哥,平平安安,必有后福,有爱,哭了,旱鸭子,地方,看着,抱抱,这是,大圆,中分"
97075,8856,2742,2964,3952717,"交警,人民,好警察,点赞,警察,人民警察,感谢,好人,执法,服务,老百姓,这是,人性化,中国,人间,人性,大爱,平安,低头,警察叔叔,一生,感动,的人,致敬,善良,淄博,社会,值得,全国,叔叔"
146104,7717,298073,7544,12040064,"二人转,好像,锦州,鞋擦,九转,大肠,演出,有点像,宝宝,厉害,三秒,卡皮,巴拉,给他,我去,好看,节目,真有,笑死我了,提成,鞋底子,完了,演员,挣钱,绝活,保定,演过,脱口秀,现场版,鞋底"
147103,6763,14534,9265,1417907,"好可爱,宝宝,齐司礼,OK,笑死了,笑死我了,汤圆,九转,大肠,感觉,可爱死了,夏鸣星,老齐,萧逸,猪头,胖宝宝,太可爱了,好萌,老师,小夏,年纪,老人,走路,光头,音乐,查理苏,救命,评论区,我家,陆沉"
41820,2319,5370,5839,5888103,"中国,女兵,爱心,打仗,感谢,英姿飒爽,战场,好看,威武,点赞,霸气,中国军人,军人,步伐,阅兵,有用吗,都是,祖国,人民,方队,国家,漂亮,打胜仗,军队,致敬,飒爽英姿,真棒,美国,英姿,战争"
138927,20151,309811,3662,7344831,"呱呱呱,瓜瓜,车厘子,广元,宕机,九转,大肠,跳楼了,西瓜,四川,呱呱,好神,裂开,路过,嘴巴,你好,车牌,想起,买个,笑死了,耙耙柑,喇叭,瓜瓜瓜瓜,好像,蛙蛙,确实,吃了,笑死我了,四川人,定位"
29904,3714,65554,666,1610316,"弹道,OK,逆天,awp,ak,宕机,one,发呆,努力,人才,内格夫,牛逼,纹个,热爱,大狙,AWP,野牛,无敌,哥们,压枪,AK,鸟狙,对手,恶心,ing,魔怔了,hen,魔怔,改了,九转"
44683,16650,99735,2094,2798577,"打电话,电话,不接,笑死我了,宕机,不行,宝宝,对象,调皮,小三,放假,感觉,九转,大肠,发呆,OK,没对象,视频,哭了,好像,真实,异地,笑死了,不想,笑死,男朋友,大学生,猪头,暗中观察,大学"
54908,3253,27472,6829,5853245,"厉害,牛逼,中国,太厉害了,男人,特种兵,体力,美女,女人,臂力,闯关,历害,真厉害,向前冲,娘们,佩服,这是,感谢,真好,太牛了,快乐,爱心,好厉害,中国人,估计,高手,挑战,节目,一般人,体能"
62252,10544,289575,2115,6512341,"奶奶,老年人,厉害,高手,年轻人,老奶奶,发呆,没苦,硬吃,老奶,硬享,芦苇,厉害了,宕机,疑问,老太太,抖音,民间,九转,大肠,好厉害,学学,还得,老一辈,杰克,不行,估计,迈克尔,老人,小孩"
55723,51386,223436,2974,9747801,"装修,出钱,我家,父母,家和万事兴,孩子,好看,爸妈,我妈,喜欢,房子,电视背景墙,花开富贵,审美,我爸,参与,全程,好看的,老公,风格,灵机一动,贴纸,电视墙,做主,掏钱,手舞足蹈,一模一样,给你,都是,瓷砖"
113452,25293,158846,1965,4045834,"笑死我了,笑死了,好可爱,男人,糯米,OK,我笑死,诺米,好吗,宝宝,笑死我,纳西,笑死,杨幂,小糯米,九转,大肠,救命,好搞笑,好好笑,儿子,刷到,笑晕,宕机,笑得,大王,ing,m3,感觉,小狗"
40002,2621,38057,4318,1967100,"声音,拒绝,喜欢,OK,宕机,宝宝,GTR,老公,调皮,男人,逆天,九转,大肠,暗中观察,好像,抵抗,发呆,笑死我了,老婆,爱心,我受不了,动静,好听,你喜欢,想要,不一样,地狱猫,开头,内燃机,永远的神"
28897,10054,111867,3125,6276831,"台球厅,台球,打台球,服务,价格,低廉,受害者,实业,告诉我,少管闲事,在哪里,在哪,地址,我去,助教,不知道,我劝,多管闲事,抖音,直播,道德,避开,你说,避坑,位置,暴露,躺着看,灵机一动,都是,骑行"
230774,4171,133227,33150,5279599,"喜欢,宝宝,巴博斯,给你,发呆,好看,OK,我来,按腿,好腿,嫂子,九转,大肠,你老婆,猪头,开车,女的,帮你,爱看,美腿,真好看,宕机,感觉,男人,老婆,爱心,刷到,不错,暗中观察,姐姐"
45355,464,4381,8870,7258502,"胡说八道,解决,温饱,快乐,饺子,小编,胡扯,朝鲜,厉害厉害,不要看,表象,要看,故事,致敬,志愿军,生会们,舒尔哈,苦难,行军,好故事,单选题,烟雾弹,大惊小怪,凭实力,拍摄,德才,熟读,宋史,惊讶,感谢"
